name_or_code,code,count,sample1
Xanathar's Guide to Everything p. 55,XGE,7,Xanathar's Guide to Everything p. 55
Unearthed Arcana: Modern Magic p. 2,UA,7,Unearthed Arcana: Modern Magic p. 2
Unearthed Arcana: The Faithful p. 1,UA,7,Unearthed Arcana: The Faithful p. 1
Unearthed Arcana: Modern Magic p. 3,UA,7,Unearthed Arcana: Modern Magic p. 3
Unearthed Arcana: Warlock And Wizard p. 5,UA,7,Unearthed Arcana: Warlock And Wizard p. 5
Unearthed Arcana: Artificer Revisited p. 7,UA,7,Unearthed Arcana: Artificer Revisited p. 7
Player's Handbook (2014) p. 219,PHB,7,Player's Handbook (2014) p. 219
Player's Handbook (2014) p. 221,PHB,7,Player's Handbook (2014) p. 221
Player's Handbook (2014) p. 250,PHB,7,Player's Handbook (2014) p. 250
Player's Handbook (2014) p. 256,PHB,7,Player's Handbook (2014) p. 256
Player's Handbook (2014) p. 270,PHB,7,Player's Handbook (2014) p. 270
Player's Handbook (2014) p. 272,PHB,7,Player's Handbook (2014) p. 272
Player's Handbook (2014) p. 277,PHB,7,Player's Handbook (2014) p. 277
Tasha's Cauldron of Everything p. 71,TCE,7,Tasha's Cauldron of Everything p. 71
Unearthed Arcana: Fighter Rogue and Wizard p. 8,UA,7,Unearthed Arcana: Fighter Rogue and Wizard p. 8
Player's Handbook (2014) p. 144,PHB,7,Player's Handbook (2014) p. 144
Dungeon Master's Guide (2014) p. 119,DMG,7,Dungeon Master's Guide (2014) p. 119
Dungeon Master's Guide (2014) p. 150,DMG,7,Dungeon Master's Guide (2014) p. 150
Dungeon Master's Guide (2014) p. 158,DMG,7,Dungeon Master's Guide (2014) p. 158
"Dungeon Master's Guide (2014) p. 176,",DMG,7,"Dungeon Master's Guide (2014) p. 176,"
Dungeon Master's Guide (2014) p. 184,DMG,7,Dungeon Master's Guide (2014) p. 184
Xanathar's Guide to Everything p. 136,XGE,7,Xanathar's Guide to Everything p. 136
Tasha's Cauldron of Everything p. 127,TCE,7,Tasha's Cauldron of Everything p. 127
Bigby Presents: Glory of the Giants p. 114,BP:GOG,7,Bigby Presents: Glory of the Giants p. 114
Explorer's Guide to Wildemount p. 266,EGW,7,Explorer's Guide to Wildemount p. 266
Explorer's Guide to Wildemount p. 268,EGW,7,Explorer's Guide to Wildemount p. 268
"Player's Handbook (2014) p. 38,",PHB,7,"Player's Handbook (2014) p. 38,"
"Player's Handbook (2014) p. 28,",PHB,7,"Player's Handbook (2014) p. 28,"
Player's Handbook (2014) p. 166,PHB,7,Player's Handbook (2014) p. 166
Dragonlance: Shadow of the Dragon Queen p. 32,D:SDQ,7,Dragonlance: Shadow of the Dragon Queen p. 32
Bigby Presents: Glory of the Giants p. 18,BP:GOG,7,Bigby Presents: Glory of the Giants p. 18
Planescape: Adventures in the Multiverse - Sigil and the Outlands p. 11,PS:AiM,7,Planescape: Adventures in the Multiverse - Sigil and the Outlands p. 11
Unearthed Arcana: 2020 Psionic Options Revisited p. 9,UA,7,Unearthed Arcana: 2020 Psionic Options Revisited p. 9
Monster Manual (2014) p. 133,MM,7,Monster Manual (2014) p. 133
Plane Shift: Ixalan p. 33,PS:I,7,Plane Shift: Ixalan p. 33
Player's Handbook (2014) p. 48,PHB,6,Player's Handbook (2014) p. 48
Player's Handbook (2014) p. 163,PHB,6,Player's Handbook (2014) p. 163
Sword Coast Adventurer's Guide p. 121,SCAG,6,Sword Coast Adventurer's Guide p. 121
Xanathar's Guide to Everything p. 11,XGE,6,Xanathar's Guide to Everything p. 11
Tasha's Cauldron of Everything p. 25,TCE,6,Tasha's Cauldron of Everything p. 25
Bigby Presents: Glory of the Giants p. 11,BP:GOG,6,Bigby Presents: Glory of the Giants p. 11
Unearthed Arcana: Barbarian Primal Paths p. 2,UA,6,Unearthed Arcana: Barbarian Primal Paths p. 2
Player's Handbook (2014) p. 55,PHB,6,Player's Handbook (2014) p. 55
Tasha's Cauldron of Everything p. 27,TCE,6,Tasha's Cauldron of Everything p. 27
"Tasha's Cauldron of Everything p. 29,",TCE,6,"Tasha's Cauldron of Everything p. 29,"
Unearthed Arcana: Kits Of Old p. 1,UA,6,Unearthed Arcana: Kits Of Old p. 1
Unearthed Arcana 79: Mages of Strixhaven p. 3,UA,6,Unearthed Arcana 79: Mages of Strixhaven p. 3
Xanathar's Guide to Everything p. 20,XGE,6,Xanathar's Guide to Everything p. 20
Plane Shift: Amonkhet p. 27,PS:A,6,Plane Shift: Amonkhet p. 27
Player's Handbook (2014) p. 69,PHB,6,Player's Handbook (2014) p. 69
Xanathar's Guide to Everything p. 23,XGE,6,Xanathar's Guide to Everything p. 23
Tasha's Cauldron of Everything p. 35,TCE,6,Tasha's Cauldron of Everything p. 35
Tasha's Cauldron of Everything p. 38,TCE,6,Tasha's Cauldron of Everything p. 38
Tasha's Cauldron of Everything p. 39,TCE,6,Tasha's Cauldron of Everything p. 39
Unearthed Arcana: Druid p. 1,UA,6,Unearthed Arcana: Druid p. 1
Unearthed Arcana: Fighter p. 3,UA,6,Unearthed Arcana: Fighter p. 3
Unearthed Arcana: 2020 Psionic Options Revisited p. 2,UA,6,Unearthed Arcana: 2020 Psionic Options Revisited p. 2
Player's Handbook (2014) p. 79,PHB,6,Player's Handbook (2014) p. 79
Xanathar's Guide to Everything p. 33,XGE,6,Xanathar's Guide to Everything p. 33
Tasha's Cauldron of Everything p. 50,TCE,6,Tasha's Cauldron of Everything p. 50
Player's Handbook (2014) p. 87,PHB,6,Player's Handbook (2014) p. 87
Sword Coast Adventurer's Guide p. 132,SCAG,6,Sword Coast Adventurer's Guide p. 132
Xanathar's Guide to Everything p. 37,XGE,6,Xanathar's Guide to Everything p. 37
Xanathar's Guide to Everything p. 38,XGE,6,Xanathar's Guide to Everything p. 38
"Mythic Odysseys of Theros p. 29,",MOT,6,"Mythic Odysseys of Theros p. 29,"
Unearthed Arcana: Paladin p. 2,UA,6,Unearthed Arcana: Paladin p. 2
Player's Handbook (2014) p. 91,PHB,6,Player's Handbook (2014) p. 91
Tasha's Cauldron of Everything p. 59,TCE,6,Tasha's Cauldron of Everything p. 59
"Sword Coast Adventurer's Guide p. 135,",SCAG,6,"Sword Coast Adventurer's Guide p. 135,"
Xanathar's Guide to Everything p. 47,XGE,6,Xanathar's Guide to Everything p. 47
Unearthed Arcana: 2020 Subclasses Revisited p. 1,UA,6,Unearthed Arcana: 2020 Subclasses Revisited p. 1
Player's Handbook (2014) p. 103,PHB,6,Player's Handbook (2014) p. 103
Tasha's Cauldron of Everything p. 68,TCE,6,Tasha's Cauldron of Everything p. 68
Unearthed Arcana: Modifying Classes p. 8,UA,6,Unearthed Arcana: Modifying Classes p. 8
Unearthed Arcana: Light - Dark - Underdark! p. 2,UA,6,Unearthed Arcana: Light - Dark - Underdark! p. 2
Unearthed Arcana: Revised Subclasses p. 5,UA,6,Unearthed Arcana: Revised Subclasses p. 5
Unearthed Arcana: Giant Soul Sorcerer p. 1,UA,6,Unearthed Arcana: Giant Soul Sorcerer p. 1
Player's Handbook (2014) p. 107,PHB,6,Player's Handbook (2014) p. 107
Player's Handbook (2014) p. 108,PHB,6,Player's Handbook (2014) p. 108
Sword Coast Adventurer's Guide p. 139,SCAG,6,Sword Coast Adventurer's Guide p. 139
Tasha's Cauldron of Everything p. 70,TCE,6,Tasha's Cauldron of Everything p. 70
Unearthed Arcana: Light - Dark - Underdark! p. 3,UA,6,Unearthed Arcana: Light - Dark - Underdark! p. 3
Unearthed Arcana: Warlock And Wizard p. 2,UA,6,Unearthed Arcana: Warlock And Wizard p. 2
Player's Handbook (2014) p. 119,PHB,6,Player's Handbook (2014) p. 119
Xanathar's Guide to Everything p. 59,XGE,6,Xanathar's Guide to Everything p. 59
"Tasha's Cauldron of Everything p. 76,",TCE,6,"Tasha's Cauldron of Everything p. 76,"
Tasha's Cauldron of Everything p. 77,TCE,6,Tasha's Cauldron of Everything p. 77
Explorer's Guide to Wildemount p. 184,EGW,6,Explorer's Guide to Wildemount p. 184
Unearthed Arcana: Wizard Revisited p. 2,UA,6,Unearthed Arcana: Wizard Revisited p. 2
Unearthed Arcana: 2020 Subclasses Revisited p. 4,UA,6,Unearthed Arcana: 2020 Subclasses Revisited p. 4
Unearthed Arcana: The Mystic Class p. 5,UA,6,Unearthed Arcana: The Mystic Class p. 5
Unearthed Arcana: The Mystic Class p. 8,UA,6,Unearthed Arcana: The Mystic Class p. 8
Player's Handbook (2014) p. 216,PHB,6,Player's Handbook (2014) p. 216
Player's Handbook (2014) p. 224,PHB,6,Player's Handbook (2014) p. 224
Player's Handbook (2014) p. 231,PHB,6,Player's Handbook (2014) p. 231
Player's Handbook (2014) p. 234,PHB,6,Player's Handbook (2014) p. 234
Player's Handbook (2014) p. 238,PHB,6,Player's Handbook (2014) p. 238
Player's Handbook (2014) p. 239,PHB,6,Player's Handbook (2014) p. 239
Player's Handbook (2014) p. 242,PHB,6,Player's Handbook (2014) p. 242
Player's Handbook (2014) p. 244,PHB,6,Player's Handbook (2014) p. 244
Player's Handbook (2014) p. 246,PHB,6,Player's Handbook (2014) p. 246
Player's Handbook (2014) p. 251,PHB,6,Player's Handbook (2014) p. 251
Player's Handbook (2014) p. 254,PHB,6,Player's Handbook (2014) p. 254
Player's Handbook (2014) p. 255,PHB,6,Player's Handbook (2014) p. 255
Player's Handbook (2014) p. 258,PHB,6,Player's Handbook (2014) p. 258
Player's Handbook (2014) p. 259,PHB,6,Player's Handbook (2014) p. 259
Player's Handbook (2014) p. 266,PHB,6,Player's Handbook (2014) p. 266
Player's Handbook (2014) p. 271,PHB,6,Player's Handbook (2014) p. 271
Player's Handbook (2014) p. 274,PHB,6,Player's Handbook (2014) p. 274
Player's Handbook (2014) p. 275,PHB,6,Player's Handbook (2014) p. 275
Player's Handbook (2014) p. 278,PHB,6,Player's Handbook (2014) p. 278
Player's Handbook (2014) p. 282,PHB,6,Player's Handbook (2014) p. 282
Player's Handbook (2014) p. 287,PHB,6,Player's Handbook (2014) p. 287
"Xanathar's Guide to Everything p. 150,",XGE,6,"Xanathar's Guide to Everything p. 150,"
Unearthed Arcana: Starter Spells p. 3,UA,6,Unearthed Arcana: Starter Spells p. 3
Unearthed Arcana: Fighter Rogue and Wizard p. 7,UA,6,Unearthed Arcana: Fighter Rogue and Wizard p. 7
Player's Handbook (2014) p. 145,PHB,6,Player's Handbook (2014) p. 145
Player's Handbook (2014) p. 154,PHB,6,Player's Handbook (2014) p. 154
Dungeon Master's Guide (2014) p. 168,DMG,6,Dungeon Master's Guide (2014) p. 168
Dungeon Master's Guide (2014) p. 169,DMG,6,Dungeon Master's Guide (2014) p. 169
Dungeon Master's Guide (2014) p. 170,DMG,6,Dungeon Master's Guide (2014) p. 170
Dungeon Master's Guide (2014) p. 172,DMG,6,Dungeon Master's Guide (2014) p. 172
Dungeon Master's Guide (2014) p. 190,DMG,6,Dungeon Master's Guide (2014) p. 190
Dungeon Master's Guide (2014) p. 211,DMG,6,Dungeon Master's Guide (2014) p. 211
Mythic Odysseys of Theros p. 197,MOT,6,Mythic Odysseys of Theros p. 197
Icewind Dale: Rime of the Frostmaiden p. 20,ID:RF,6,Icewind Dale: Rime of the Frostmaiden p. 20
Tasha's Cauldron of Everything p. 120,TCE,6,Tasha's Cauldron of Everything p. 120
Strixhaven: A Curriculum of Chaos p. 39,SCC,6,Strixhaven: A Curriculum of Chaos p. 39
"Bigby Presents: Glory of the Giants p. 117,",BP:GOG,6,"Bigby Presents: Glory of the Giants p. 117,"
The Book of Many Things p. 14,BOMT,6,The Book of Many Things p. 14
The Book of Many Things p. 61,BOMT,6,The Book of Many Things p. 61
"Vianna's Silly Reflavoured Items (Homebrew), Player's Handbook (2014) p. 149",PHB,6,"Vianna's Silly Reflavoured Items (Homebrew), Player's Handbook (2014) p. 149"
Fizban's Treasury of Dragons p. 28,FTD,6,Fizban's Treasury of Dragons p. 28
Dragonlance: Shadow of the Dragon Queen p. 33,D:SDQ,6,Dragonlance: Shadow of the Dragon Queen p. 33
Bigby Presents: Glory of the Giants p. 17,BP:GOG,6,Bigby Presents: Glory of the Giants p. 17
Unearthed Arcana: Feats for Skills p. 4,UA,6,Unearthed Arcana: Feats for Skills p. 4
Unearthed Arcana: Feats for Races p. 1,UA,6,Unearthed Arcana: Feats for Races p. 1
Fizban's Treasury of Dragons p. 93,FTD,6,Fizban's Treasury of Dragons p. 93
Fizban's Treasury of Dragons p. 98,FTD,6,Fizban's Treasury of Dragons p. 98
Fizban's Treasury of Dragons p. 124,FTD,6,Fizban's Treasury of Dragons p. 124
Fizban's Treasury of Dragons p. 155,FTD,6,Fizban's Treasury of Dragons p. 155
"Monster Manual (2014) p. 338,",MM,6,"Monster Manual (2014) p. 338,"
Volo's Guide to Monsters p. 42,VGM,6,Volo's Guide to Monsters p. 42
Icewind Dale: Rime of the Frostmaiden p. 246,ID:RF,6,Icewind Dale: Rime of the Frostmaiden p. 246
Plane Shift: Amonkhet p. 33,PS:A,6,Plane Shift: Amonkhet p. 33
Sword Coast Adventurer's Guide p. 122,SCAG,5,Sword Coast Adventurer's Guide p. 122
Unearthed Arcana: 2020 Subclasses - Part 1 p. 1,UA,5,Unearthed Arcana: 2020 Subclasses - Part 1 p. 1
Xanathar's Guide to Everything p. 14,XGE,5,Xanathar's Guide to Everything p. 14
Xanathar's Guide to Everything p. 16,XGE,5,Xanathar's Guide to Everything p. 16
Unearthed Arcana: Kits Of Old p. 2,UA,5,Unearthed Arcana: Kits Of Old p. 2
Unearthed Arcana: Bard Bard Colleges p. 1,UA,5,Unearthed Arcana: Bard Bard Colleges p. 1
Unearthed Arcana: Bard Bard Colleges p. 2,UA,5,Unearthed Arcana: Bard Bard Colleges p. 2
Xanathar's Guide to Everything p. 22,XGE,5,Xanathar's Guide to Everything p. 22
Unearthed Arcana: Druid p. 2,UA,5,Unearthed Arcana: Druid p. 2
Unearthed Arcana: Giant Options p. 2,UA,5,Unearthed Arcana: Giant Options p. 2
Sword Coast Adventurer's Guide p. 130,SCAG,5,Sword Coast Adventurer's Guide p. 130
Xanathar's Guide to Everything p. 34,XGE,5,Xanathar's Guide to Everything p. 34
Xanathar's Guide to Everything p. 35,XGE,5,Xanathar's Guide to Everything p. 35
Unearthed Arcana: Bard And Paladin p. 2,UA,5,Unearthed Arcana: Bard And Paladin p. 2
Dragonlance: Shadow of the Dragon Queen p. 34,D:SDQ,5,Dragonlance: Shadow of the Dragon Queen p. 34
Plane Shift: Kaladesh p. 9,PS:K,5,Plane Shift: Kaladesh p. 9
Unearthed Arcana: Sorcerer p. 2,UA,5,Unearthed Arcana: Sorcerer p. 2
Unearthed Arcana: 2020 Psionic Options Revisited p. 5,UA,5,Unearthed Arcana: 2020 Psionic Options Revisited p. 5
Explorer's Guide to Wildemount p. 185,EGW,5,Explorer's Guide to Wildemount p. 185
"Eberron: Rising from the Last War p. 61,",ERLW,5,"Eberron: Rising from the Last War p. 61,"
Unearthed Arcana: Prestige Classes and Rune Magic p. 3,UA,5,Unearthed Arcana: Prestige Classes and Rune Magic p. 3
Player's Handbook (2014) p. 215,PHB,5,Player's Handbook (2014) p. 215
Player's Handbook (2014) p. 222,PHB,5,Player's Handbook (2014) p. 222
Player's Handbook (2014) p. 226,PHB,5,Player's Handbook (2014) p. 226
Player's Handbook (2014) p. 229,PHB,5,Player's Handbook (2014) p. 229
Player's Handbook (2014) p. 237,PHB,5,Player's Handbook (2014) p. 237
Player's Handbook (2014) p. 243,PHB,5,Player's Handbook (2014) p. 243
Player's Handbook (2014) p. 245,PHB,5,Player's Handbook (2014) p. 245
Player's Handbook (2014) p. 252,PHB,5,Player's Handbook (2014) p. 252
Player's Handbook (2014) p. 260,PHB,5,Player's Handbook (2014) p. 260
Player's Handbook (2014) p. 264,PHB,5,Player's Handbook (2014) p. 264
Player's Handbook (2014) p. 267,PHB,5,Player's Handbook (2014) p. 267
Player's Handbook (2014) p. 279,PHB,5,Player's Handbook (2014) p. 279
Player's Handbook (2014) p. 283,PHB,5,Player's Handbook (2014) p. 283
Player's Handbook (2014) p. 284,PHB,5,Player's Handbook (2014) p. 284
Player's Handbook (2014) p. 285,PHB,5,Player's Handbook (2014) p. 285
"Xanathar's Guide to Everything p. 170,",XGE,5,"Xanathar's Guide to Everything p. 170,"
Strixhaven: A Curriculum of Chaos p. 38,SCC,5,Strixhaven: A Curriculum of Chaos p. 38
Explorer's Guide to Wildemount p. 189,EGW,5,Explorer's Guide to Wildemount p. 189
Unearthed Arcana: Modern Magic p. 8,UA,5,Unearthed Arcana: Modern Magic p. 8
Unearthed Arcana: Starter Spells p. 4,UA,5,Unearthed Arcana: Starter Spells p. 4
Unearthed Arcana: Bastions and Cantrips p. 22,UA,5,Unearthed Arcana: Bastions and Cantrips p. 22
Unearthed Arcana: Bastions and Cantrips p. 23,UA,5,Unearthed Arcana: Bastions and Cantrips p. 23
Player's Handbook (2014) p. 143,PHB,5,Player's Handbook (2014) p. 143
Dungeon Master's Guide (2014) p. 212,DMG,5,Dungeon Master's Guide (2014) p. 212
Dungeon Master's Guide (2014) p. 154,DMG,5,Dungeon Master's Guide (2014) p. 154
Dungeon Master's Guide (2014) p. 173,DMG,5,Dungeon Master's Guide (2014) p. 173
Dungeon Master's Guide (2014) p. 200,DMG,5,Dungeon Master's Guide (2014) p. 200
Dungeon Master's Guide (2014) p. 201,DMG,5,Dungeon Master's Guide (2014) p. 201
Dungeon Master's Guide (2014) p. 203,DMG,5,Dungeon Master's Guide (2014) p. 203
Dungeon Master's Guide (2014) p. 205,DMG,5,Dungeon Master's Guide (2014) p. 205
Dungeon Master's Guide (2014) p. 208,DMG,5,Dungeon Master's Guide (2014) p. 208
Ghosts of Saltmarsh p. 229,GoS,5,Ghosts of Saltmarsh p. 229
Baldur's Gate: Descent Into Avernus p. 223,BG:DA,5,Baldur's Gate: Descent Into Avernus p. 223
"Tasha's Cauldron of Everything p. 134,",TCE,5,"Tasha's Cauldron of Everything p. 134,"
Fizban's Treasury of Dragons p. 24,FTD,5,Fizban's Treasury of Dragons p. 24
Bigby Presents: Glory of the Giants p. 116,BP:GOG,5,Bigby Presents: Glory of the Giants p. 116
Explorer's Guide to Wildemount p. 270,EGW,5,Explorer's Guide to Wildemount p. 270
"Player's Handbook (2014) p. 149,",PHB,5,"Player's Handbook (2014) p. 149,"
"Volo's Guide to Monsters p. 120,",VGM,5,"Volo's Guide to Monsters p. 120,"
Unearthed Arcana: Eberron p. 2,UA,5,Unearthed Arcana: Eberron p. 2
Fizban's Treasury of Dragons p. 17,FTD,5,Fizban's Treasury of Dragons p. 17
Unearthed Arcana: Feats for Races p. 2,UA,5,Unearthed Arcana: Feats for Races p. 2
Unearthed Arcana: 2020 Feats p. 3,UA,5,Unearthed Arcana: 2020 Feats p. 3
Unearthed Arcana: Wonders Of The Multiverse p. 8,UA,5,Unearthed Arcana: Wonders Of The Multiverse p. 8
Explorer's Guide to Wildemount p. 203,EGW,5,Explorer's Guide to Wildemount p. 203
"Monster Manual (2014) p. 320,",MM,5,"Monster Manual (2014) p. 320,"
"Monster Manual (2014) p. 323,",MM,5,"Monster Manual (2014) p. 323,"
Volo's Guide to Monsters p. 158,VGM,5,Volo's Guide to Monsters p. 158
Fizban's Treasury of Dragons p. 201,FTD,5,Fizban's Treasury of Dragons p. 201
Fizban's Treasury of Dragons p. 168,FTD,5,Fizban's Treasury of Dragons p. 168
Fizban's Treasury of Dragons p. 208,FTD,5,Fizban's Treasury of Dragons p. 208
XGE,XGE,4,"9th | glyph of warding, tiny servant XGE"
Van Richten's Guide to Ravenloft p. 28,VRGR,4,Van Richten's Guide to Ravenloft p. 28
Dungeon Master's Guide (2014) p. 96,DMG,4,Dungeon Master's Guide (2014) p. 96
Unearthed Arcana: Wonders Of The Multiverse p. 3,UA,4,Unearthed Arcana: Wonders Of The Multiverse p. 3
Unearthed Arcana 79: Mages of Strixhaven p. 9,UA,4,Unearthed Arcana 79: Mages of Strixhaven p. 9
Tasha's Cauldron of Everything p. 48,TCE,4,Tasha's Cauldron of Everything p. 48
Fizban's Treasury of Dragons p. 13,FTD,4,Fizban's Treasury of Dragons p. 13
Player's Handbook (2014) p. 85,PHB,4,Player's Handbook (2014) p. 85
Tasha's Cauldron of Everything p. 54,TCE,4,Tasha's Cauldron of Everything p. 54
Player's Handbook (2014) p. 92,PHB,4,Player's Handbook (2014) p. 92
Fizban's Treasury of Dragons p. 15,FTD,4,Fizban's Treasury of Dragons p. 15
Tasha's Cauldron of Everything p. 72,TCE,4,Tasha's Cauldron of Everything p. 72
Van Richten's Guide to Ravenloft p. 30,VRGR,4,Van Richten's Guide to Ravenloft p. 30
Unearthed Arcana: Non-Divine Faithful p. 2,UA,4,Unearthed Arcana: Non-Divine Faithful p. 2
Unearthed Arcana: Non-Divine Faithful p. 3,UA,4,Unearthed Arcana: Non-Divine Faithful p. 3
"Eberron: Rising from the Last War p. 54,",ERLW,4,"Eberron: Rising from the Last War p. 54,"
Tasha's Cauldron of Everything p. 15,TCE,4,Tasha's Cauldron of Everything p. 15
Tasha's Cauldron of Everything p. 143,TCE,4,Tasha's Cauldron of Everything p. 143
Tasha's Cauldron of Everything p. 147,TCE,4,Tasha's Cauldron of Everything p. 147
Player's Handbook (2014) p. 211,PHB,4,Player's Handbook (2014) p. 211
Player's Handbook (2014) p. 212,PHB,4,Player's Handbook (2014) p. 212
Player's Handbook (2014) p. 217,PHB,4,Player's Handbook (2014) p. 217
Player's Handbook (2014) p. 218,PHB,4,Player's Handbook (2014) p. 218
Player's Handbook (2014) p. 225,PHB,4,Player's Handbook (2014) p. 225
Player's Handbook (2014) p. 227,PHB,4,Player's Handbook (2014) p. 227
Player's Handbook (2014) p. 233,PHB,4,Player's Handbook (2014) p. 233
